"DeliveryID","OrderID","DeliveryPartner","DeliveryDateTime","DeliveryAmount","DeliveryStatus"
30083,30083,"Graham-Campbell","2024-11-29 13:56:00.0",11.61,"Completed"
30084,30084,"Khan, Hernandez and Baldwin","2024-11-06 20:08:00.0",34.7,"In Progress"
30087,30087,"Phillips and Sons","2024-11-14 16:22:00.0",39.86,"In Progress"
30092,30092,"Keller-Gross","2024-11-19 21:37:00.0",35.14,"Cancelled"
30096,30096,"Turner-Hart","2024-11-15 22:34:00.0",24.48,"Cancelled"
30097,30097,"Khan, Hernandez and Baldwin","2024-11-21 21:28:00.0",30.79,"In Progress"
30098,30098,"Martinez Ltd","2024-11-05 23:16:00.0",5.69,"In Progress"
30100,30100,"Rose, Pratt and Flores","2024-11-27 22:21:00.0",34.24,"Completed"
30101,30101,"Campbell, Burns and Espinoza","2024-11-11 15:47:00.0",24.86,"Cancelled"
30102,30102,"Matthews-Gonzalez","2024-11-01 18:53:00.0",43.41,"Completed"
30103,30103,"Kelly LLC","2024-11-08 20:22:00.0",5.59,"In Progress"
30106,30106,"Rose, Pratt and Flores","2024-11-11 19:58:00.0",22.44,"In Progress"
30108,30108,"Fischer and Sons","2024-11-04 10:54:00.0",40.94,"In Progress"
30111,30111,"Buckley-Morris","2024-11-17 19:25:00.0",32.15,"Cancelled"
30115,30115,"Norris-Hawkins","2024-11-26 17:06:00.0",5.47,"In Progress"
30116,30116,"Reed and Allison","2024-11-23 16:02:00.0",23.52,"In Progress"
30117,30117,"Sellers Inc","2024-11-05 22:13:00.0",33.37,"In Progress"
30118,30118,"Walker PLC","2024-11-23 13:23:00.0",18.53,"Completed"
30124,30124,"Richardson-Reyes","2024-11-21 22:09:00.0",22.68,"Completed"
30136,30136,"Richards-Jones","2024-11-04 11:07:00.0",33.82,"Completed"
30141,30141,"Hancock-Benson","2024-11-13 22:19:00.0",8.9,"Cancelled"
30142,30142,"Stephens PLC","2024-11-30 14:15:00.0",12.51,"In Progress"
30144,30144,"Walker PLC","2024-11-06 00:47:00.0",30.94,"In Progress"
30149,30149,"Waller-Davis","2024-11-01 15:41:00.0",37.65,"Completed"
30160,30160,"Rogers, Berry and Logan","2024-11-29 21:00:00.0",40.39,"Cancelled"
30166,30166,"Phillips-Boyer","2024-11-23 17:52:00.0",33.8,"In Progress"
30167,30167,"Carter, Evans and Walker","2024-11-17 10:58:00.0",19.86,"Completed"
30168,30168,"Thompson, Henry and Hernandez","2024-11-22 22:28:00.0",32.75,"Cancelled"
30170,30170,"Price, Neal and Gonzalez","2024-11-21 22:29:00.0",41.84,"Cancelled"
30173,30173,"Miller and Sons","2024-11-18 01:07:00.0",34.14,"In Progress"
30177,30177,"Phillips and Sons","2024-11-22 10:55:00.0",5.4,"Cancelled"
30179,30179,"Cook Ltd","2024-11-12 19:55:00.0",38.44,"Completed"
30180,30180,"Williams-Benson","2024-11-17 21:51:00.0",42.97,"Completed"
30183,30183,"Hatfield and Sons","2024-11-04 15:30:00.0",12.71,"In Progress"
30184,30184,"Gay, Cunningham and Rodriguez","2024-11-03 16:41:00.0",6.86,"Cancelled"
30186,30186,"Fischer and Sons","2024-11-24 15:29:00.0",36.56,"Cancelled"
30189,30189,"Anderson Group","2024-11-22 10:54:00.0",31.37,"Completed"
30191,30191,"Graham-Campbell","2024-11-19 20:49:00.0",49.41,"Completed"
30192,30192,"Valencia Ltd","2024-11-26 13:44:00.0",46.49,"In Progress"
30193,30193,"Miller and Sons","2024-11-14 15:36:00.0",21.64,"Completed"
30195,30195,"Anderson Group","2024-11-25 20:16:00.0",47.19,"In Progress"
30197,30197,"Norris-Hawkins","2024-11-29 14:38:00.0",41.43,"Completed"
30201,30201,"Anderson Group","2024-11-16 13:39:00.0",40.13,"Cancelled"
30203,30203,"Phillips and Sons","2024-11-13 19:37:00.0",12.34,"In Progress"
30206,30206,"Cooper, Myers and Rodriguez","2024-11-04 14:40:00.0",20.08,"Cancelled"
30209,30209,"Watson-Thomas","2024-11-18 12:22:00.0",35.65,"Cancelled"
30210,30210,"Bailey-Neal","2024-11-06 11:33:00.0",5.73,"Completed"
30213,30213,"Roberts, Durham and Ryan","2024-11-12 19:54:00.0",22.07,"Cancelled"
30215,30215,"Valencia Ltd","2024-11-07 15:02:00.0",27.5,"Cancelled"
30216,30216,"Ruiz-Hughes","2024-11-04 00:31:00.0",5.76,"Cancelled"
30219,30219,"Rose, Pratt and Flores","2024-11-15 20:29:00.0",17.4,"In Progress"
30220,30220,"Clark-Thompson","2024-11-27 13:44:00.0",36.6,"Completed"
30221,30221,"Smith PLC","2024-11-25 22:15:00.0",10.98,"In Progress"
30223,30223,"Smith, Wise and Drake","2024-11-10 12:30:00.0",25.9,"Cancelled"
30226,30226,"Walker PLC","2024-11-27 20:31:00.0",6.13,"In Progress"
30228,30228,"Fletcher-Carter","2024-11-02 17:20:00.0",20.61,"Completed"
30230,30230,"Frank Inc","2024-11-11 22:02:00.0",18.33,"In Progress"
30231,30231,"Miller and Sons","2024-11-17 16:05:00.0",7.29,"Cancelled"
30232,30232,"Phillips and Sons","2024-11-18 15:50:00.0",32.44,"Cancelled"
30239,30239,"Adams LLC","2024-11-29 21:31:00.0",41.51,"Completed"
30243,30243,"Keller-Gross","2024-11-21 22:19:00.0",40.76,"In Progress"
30246,30246,"Graham-Campbell","2024-11-17 12:34:00.0",30.22,"In Progress"
30247,30247,"Ruiz-Hughes","2024-11-06 20:54:00.0",28.39,"In Progress"
30251,30251,"Jackson-Rojas","2024-11-21 00:37:00.0",38.91,"Completed"
30252,30252,"Thompson, Henry and Hernandez","2024-11-15 19:11:00.0",49.03,"Cancelled"
30255,30255,"Newton-Brown","2024-11-17 19:49:00.0",47.7,"Completed"
30256,30256,"Riggs PLC","2024-11-02 19:06:00.0",25.23,"In Progress"
30263,30263,"Lawson, Tran and King","2024-11-24 19:56:00.0",48.17,"Cancelled"
30264,30264,"Ray-Bradley","2024-11-27 14:11:00.0",10.65,"In Progress"
30267,30267,"Watson-Thomas","2024-11-21 15:45:00.0",5.85,"In Progress"
30271,30271,"Sanchez Inc","2024-11-01 19:20:00.0",23.16,"Cancelled"
30272,30272,"Walker-Davis","2024-11-08 15:50:00.0",15.67,"Cancelled"
30274,30274,"Watson-Thomas","2024-11-01 21:24:00.0",26.95,"Completed"
30277,30277,"Keller-Gross","2024-11-04 20:52:00.0",32.95,"In Progress"
30284,30284,"Duran, Fuller and Reyes","2024-11-07 22:22:00.0",44.58,"In Progress"
30286,30286,"Williams, Anderson and Rodriguez","2024-11-30 18:07:00.0",25.01,"Completed"
30287,30287,"Werner-Rodriguez","2024-11-08 22:16:00.0",13.03,"Cancelled"
30289,30289,"Cook Ltd","2024-11-03 19:42:00.0",39.33,"Cancelled"
30291,30291,"Freeman, Walton and Jones","2024-11-20 11:23:00.0",24.26,"Completed"
30298,30298,"White, Peck and Ayala","2024-11-18 17:28:00.0",31.8,"In Progress"
30300,30300,"Anderson Group","2024-11-23 00:27:00.0",19.02,"Cancelled"
30304,30304,"Sanchez-Smith","2024-11-14 16:07:00.0",32.25,"Cancelled"
30308,30308,"Burton Inc","2024-11-09 20:58:00.0",25.65,"Cancelled"
30309,30309,"Keller-Gross","2024-11-15 16:51:00.0",39.64,"In Progress"
30310,30310,"Rose, Pratt and Flores","2024-11-13 15:34:00.0",16.74,"Cancelled"
30312,30312,"Phillips-Boyer","2024-11-09 16:07:00.0",20.38,"Completed"
30313,30313,"Martinez Ltd","2024-11-27 21:38:00.0",5.57,"Completed"
30314,30314,"Stephens PLC","2024-11-21 12:30:00.0",6.16,"Cancelled"
30315,30315,"Lopez, Hughes and Harmon","2024-11-16 18:00:00.0",22.81,"In Progress"
30317,30317,"Taylor-Smith","2024-11-19 13:56:00.0",10.64,"Completed"
30321,30321,"Clark-Thompson","2024-11-17 18:28:00.0",10.44,"Cancelled"
30323,30323,"Moore-Griffin","2024-11-02 15:31:00.0",41.7,"In Progress"
30326,30326,"Roberts, Durham and Ryan","2024-11-21 13:20:00.0",7.63,"Cancelled"
30333,30333,"Turner-Hart","2024-11-05 16:18:00.0",14.23,"Cancelled"
30342,30342,"Freeman, Walton and Jones","2024-11-29 20:11:00.0",7.58,"Cancelled"
30346,30346,"Hill, Vincent and Alvarez","2024-11-24 17:26:00.0",18.58,"Completed"
30348,30348,"Sellers Inc","2024-11-30 20:55:00.0",6.87,"Completed"
30350,30350,"Jackson-Rojas","2024-11-01 15:03:00.0",24.98,"Completed"
30353,30353,"Walker PLC","2024-11-15 13:52:00.0",26.27,"Completed"
30354,30354,"Taylor-Smith","2024-11-14 22:44:00.0",31.79,"Cancelled"
30355,30355,"Ray-Bradley","2024-11-20 20:25:00.0",25.08,"Completed"
30356,30356,"Cohen-Wagner","2024-11-16 11:24:00.0",42.69,"Cancelled"
30357,30357,"Buckley-Morris","2024-11-25 23:27:00.0",47.01,"Completed"
30359,30359,"Brown, Blankenship and Hayes","2024-11-04 19:51:00.0",27.31,"Cancelled"
30361,30361,"Watson-Thomas","2024-11-17 19:02:00.0",32.9,"Completed"
30362,30362,"Burton Inc","2024-11-03 11:29:00.0",15.29,"Completed"
30363,30363,"Moore-Griffin","2024-11-17 20:08:00.0",12.23,"Completed"
30366,30366,"Brown, Blankenship and Hayes","2024-11-27 17:06:00.0",25.68,"In Progress"
30372,30372,"Sellers Inc","2024-11-07 18:11:00.0",7.33,"Cancelled"
30376,30376,"Ray-Bradley","2024-11-16 11:58:00.0",6.62,"In Progress"
30384,30384,"Frazier, Anderson and Rodriguez","2024-11-17 19:15:00.0",13.91,"Cancelled"
30385,30385,"Christensen and Sons","2024-11-01 21:23:00.0",23.89,"Completed"
30390,30390,"Burke LLC","2024-11-07 13:07:00.0",34.54,"Completed"
30393,30393,"Dodson, Fleming and Butler","2024-11-25 16:05:00.0",39.61,"In Progress"
30394,30394,"Thompson, Morrow and Collins","2024-11-14 14:34:00.0",42.71,"In Progress"
30395,30395,"Williams, Anderson and Rodriguez","2024-11-02 21:38:00.0",45.49,"Cancelled"
30396,30396,"Mills Inc","2024-11-18 18:34:00.0",32.5,"In Progress"
30397,30397,"Williams, Anderson and Rodriguez","2024-11-17 17:45:00.0",13.25,"In Progress"
30405,30405,"Moore-Griffin","2024-11-30 16:01:00.0",19.79,"Completed"
30410,30410,"Moore-Griffin","2024-11-02 20:43:00.0",17.61,"Cancelled"
30414,30414,"Webster, Martinez and Marshall","2024-11-01 12:37:00.0",16.07,"Cancelled"
30416,30416,"Graham-Campbell","2024-11-24 21:34:00.0",8.48,"In Progress"
30424,30424,"Smith, Wise and Drake","2024-11-04 15:32:00.0",8.71,"Completed"
30439,30439,"Hawkins Ltd","2024-11-29 17:22:00.0",46.57,"In Progress"
30441,30441,"Bailey-Neal","2024-11-13 17:14:00.0",22.29,"In Progress"
30442,30442,"Phillips-Boyer","2024-11-12 00:10:00.0",10.66,"Completed"
30444,30444,"Matthews-Gonzalez","2024-11-10 12:41:00.0",42.64,"Completed"
30446,30446,"Richardson-Reyes","2024-11-01 13:30:00.0",17.22,"Cancelled"
30447,30447,"Hatfield and Sons","2024-11-04 19:48:00.0",27.31,"Completed"
30448,30448,"Frank Inc","2024-11-04 14:43:00.0",20.04,"Completed"
30450,30450,"Rowland-Williams","2024-11-27 23:50:00.0",38.46,"Cancelled"
30451,30451,"Anderson Group","2024-11-03 12:49:00.0",32.15,"Cancelled"
30452,30452,"Cooper, Myers and Rodriguez","2024-11-18 23:39:00.0",30.73,"In Progress"
30455,30455,"Cook Ltd","2024-11-19 13:34:00.0",29.55,"Cancelled"
30463,30463,"Sellers Inc","2024-11-10 14:02:00.0",7.15,"Cancelled"
30470,30470,"Anderson, Carr and Mcneil","2024-11-04 16:16:00.0",41.56,"In Progress"
30472,30472,"Matthews-Gonzalez","2024-11-04 21:22:00.0",44.31,"In Progress"
30478,30478,"Arias LLC","2024-11-07 11:31:00.0",41.91,"In Progress"
30480,30480,"Hancock-Benson","2024-11-21 17:34:00.0",44.67,"In Progress"
30481,30481,"Richards-Jones","2024-11-23 12:22:00.0",27.19,"Completed"
30483,30483,"Stephens PLC","2024-11-17 12:19:00.0",13.04,"In Progress"
30487,30487,"Ray-Bradley","2024-11-14 17:50:00.0",24.71,"In Progress"
30488,30488,"Mcdowell-Hicks","2024-11-23 20:14:00.0",31.44,"In Progress"
30491,30491,"Duran, Fuller and Reyes","2024-11-06 18:57:00.0",40.55,"In Progress"
30497,30497,"Rogers, Wright and Cooper","2024-11-14 21:19:00.0",6.87,"In Progress"
30500,30500,"Walker-Davis","2024-11-04 17:54:00.0",13.3,"Completed"
30501,30501,"Frazier, Anderson and Rodriguez","2024-11-18 18:29:00.0",22.79,"In Progress"
30507,30507,"Marquez PLC","2024-11-10 21:33:00.0",30.46,"In Progress"
30509,30509,"Fletcher-Carter","2024-11-29 16:57:00.0",18.32,"In Progress"
30511,30511,"Fischer and Sons","2024-11-08 15:41:00.0",37.83,"Completed"
30512,30512,"Reed and Allison","2024-11-10 16:11:00.0",29.63,"Cancelled"
30513,30513,"Anderson Group","2024-11-12 23:54:00.0",20.58,"In Progress"
30515,30515,"Price, Neal and Gonzalez","2024-11-16 15:02:00.0",31.98,"In Progress"
30520,30520,"Khan, Hernandez and Baldwin","2024-11-04 16:15:00.0",41.46,"In Progress"
30522,30522,"Kelly LLC","2024-11-13 20:44:00.0",7.15,"Completed"
30523,30523,"Lawson, Tran and King","2024-11-26 14:22:00.0",17.8,"Completed"
30526,30526,"Smith, Wise and Drake","2024-11-19 21:51:00.0",15.78,"Completed"
30527,30527,"Brown, Blankenship and Hayes","2024-11-24 21:34:00.0",12.51,"Completed"
30529,30529,"Molina-Bailey","2024-11-27 19:28:00.0",29.9,"Cancelled"
30538,30538,"Cooper, Myers and Rodriguez","2024-11-30 20:58:00.0",17.83,"Completed"
30544,30544,"Cook Ltd","2024-11-19 20:44:00.0",11.75,"In Progress"
30548,30548,"Gallagher, Roberson and Bean","2024-11-23 14:36:00.0",24.56,"In Progress"
30553,30553,"Hancock-Benson","2024-11-05 13:05:00.0",38.56,"In Progress"
30558,30558,"Gray, Kerr and Massey","2024-11-29 13:33:00.0",34.17,"Completed"
30566,30566,"Thompson, Henry and Hernandez","2024-11-17 11:48:00.0",28.13,"Cancelled"
30570,30570,"Gonzales-Brown","2024-11-16 15:12:00.0",35.93,"Cancelled"
30577,30577,"Riggs PLC","2024-11-01 19:34:00.0",34.93,"Cancelled"
30579,30579,"Jones, Garrett and Pierce","2024-11-09 21:49:00.0",49.37,"In Progress"
30586,30586,"Price, Neal and Gonzalez","2024-11-12 12:56:00.0",15.95,"In Progress"
30587,30587,"Williams-Benson","2024-11-11 19:52:00.0",7.68,"Cancelled"
30589,30589,"Patterson, Rodriguez and Vasquez","2024-11-15 19:58:00.0",27.28,"In Progress"
30590,30590,"Valencia Ltd","2024-11-03 18:50:00.0",40.3,"Completed"
30592,30592,"Walker PLC","2024-11-24 21:19:00.0",39.06,"Cancelled"
30593,30593,"Valencia Ltd","2024-11-16 23:39:00.0",28.57,"Completed"
30595,30595,"Richardson-Reyes","2024-11-20 21:04:00.0",15.97,"Cancelled"
30604,30604,"Rose, Pratt and Flores","2024-11-14 20:25:00.0",41.65,"In Progress"
30606,30606,"Jones, Garrett and Pierce","2024-11-23 11:52:00.0",15.5,"Completed"
30609,30609,"Price, Neal and Gonzalez","2024-11-23 13:38:00.0",11.35,"Cancelled"
30611,30611,"Rogers-Brown","2024-11-12 12:06:00.0",27.05,"Completed"
30615,30615,"Rogers-Brown","2024-11-12 19:18:00.0",6.2,"In Progress"
30617,30617,"Watson-Thomas","2024-11-26 13:15:00.0",47.37,"Cancelled"
30622,30622,"Burke LLC","2024-11-04 22:07:00.0",49.82,"In Progress"
30625,30625,"Carter, Evans and Walker","2024-11-13 19:56:00.0",22.01,"In Progress"
30628,30628,"Walker PLC","2024-11-12 20:15:00.0",36.9,"In Progress"
30630,30630,"Phillips-Boyer","2024-11-17 20:27:00.0",20.28,"Completed"
30631,30631,"Cook PLC","2024-11-18 17:13:00.0",29.12,"Completed"
30632,30632,"Ruiz-Hughes","2024-11-01 22:51:00.0",46.54,"Completed"
30634,30634,"Fernandez","2024-11-27 18:59:00.0",17.3,"In Progress"
30636,30636,"Carter, Evans and Walker","2024-11-04 18:31:00.0",46.07,"Completed"
30637,30637,"Evans and Sons","2024-11-07 15:52:00.0",31.08,"Completed"
30638,30638,"Gonzales-Brown","2024-11-09 13:34:00.0",36.03,"In Progress"
30643,30643,"Durham Inc","2024-11-12 22:02:00.0",41.47,"Completed"
30644,30644,"Matthews-Gonzalez","2024-11-12 19:54:00.0",18.93,"Cancelled"
30646,30646,"Roberts, Durham and Ryan","2024-11-27 13:27:00.0",10.07,"Completed"
30652,30652,"Ruiz-Hughes","2024-11-20 19:14:00.0",10.76,"Completed"
30662,30662,"Richards-Jones","2024-11-26 20:53:00.0",25.02,"Completed"
30670,30670,"Hawkins-Garza","2024-11-04 15:07:00.0",40.85,"In Progress"
30673,30673,"Miller and Sons","2024-11-01 14:50:00.0",29.1,"Cancelled"
30676,30676,"Buckley-Morris","2024-11-23 18:50:00.0",29.09,"In Progress"
30677,30677,"Mcdowell-Hicks","2024-11-26 11:16:00.0",28.13,"Cancelled"
30684,30684,"Phillips and Sons","2024-11-04 00:13:00.0",37.62,"In Progress"
30689,30689,"Ray-Bradley","2024-11-01 23:52:00.0",16.3,"Completed"
30691,30691,"Adams, Guerra and Fields","2024-11-02 12:59:00.0",32.89,"In Progress"
30692,30692,"White, Peck and Ayala","2024-11-28 12:53:00.0",27.3,"Completed"
30695,30695,"Duran, Fuller and Reyes","2024-11-20 12:30:00.0",45.25,"Cancelled"
30702,30702,"Henderson Inc","2024-11-19 16:18:00.0",25.35,"Cancelled"
30709,30709,"Burke LLC","2024-11-02 18:25:00.0",27.42,"Cancelled"
30710,30710,"Duran, Fuller and Reyes","2024-11-16 14:16:00.0",16.42,"Completed"
30711,30711,"Price, Neal and Gonzalez","2024-11-09 19:50:00.0",41.85,"Cancelled"
30714,30714,"Riggs PLC","2024-11-22 12:52:00.0",21.08,"Cancelled"
30716,30716,"Price, Neal and Gonzalez","2024-11-24 19:22:00.0",37.6,"In Progress"
30720,30720,"Rose, Pratt and Flores","2024-11-11 13:42:00.0",15.38,"In Progress"
30721,30721,"Graham-Campbell","2024-11-09 14:31:00.0",15.24,"Completed"
30724,30724,"Phillips and Sons","2024-11-20 20:54:00.0",12.54,"In Progress"
30725,30725,"Sellers Inc","2024-11-06 15:16:00.0",31.33,"In Progress"
30730,30730,"Smith, Wise and Drake","2024-11-17 20:02:00.0",18.28,"Cancelled"
30731,30731,"Wright Ltd","2024-11-20 14:14:00.0",24.73,"Cancelled"
30741,30741,"Moore-Griffin","2024-11-14 18:55:00.0",46.45,"Cancelled"
30746,30746,"Hawkins Ltd","2024-11-19 17:13:00.0",8.42,"Cancelled"
30748,30748,"Norris-Hawkins","2024-11-18 15:11:00.0",6,"Cancelled"
30749,30749,"Cook Ltd","2024-11-03 19:39:00.0",16.79,"Completed"
30753,30753,"Sanchez Inc","2024-11-11 22:58:00.0",27.4,"In Progress"
30754,30754,"Durham Inc","2024-11-08 20:30:00.0",45.46,"Completed"
30761,30761,"Frank Inc","2024-11-20 17:33:00.0",9.49,"In Progress"
30764,30764,"Martinez Ltd","2024-11-06 14:15:00.0",27.91,"Completed"
30765,30765,"Sanchez Inc","2024-11-02 18:10:00.0",20.55,"In Progress"
30766,30766,"Burton Inc","2024-11-10 20:31:00.0",11.9,"In Progress"
30774,30774,"Williams, Anderson and Rodriguez","2024-11-25 17:36:00.0",45.73,"In Progress"
30780,30780,"Maldonado, Freeman and Thompson","2024-11-04 22:31:00.0",13.81,"In Progress"
30786,30786,"Brown, Blankenship and Hayes","2024-11-17 18:47:00.0",7.18,"In Progress"
30787,30787,"Thompson, Henry and Hernandez","2024-11-22 16:45:00.0",30.27,"Completed"
30792,30792,"Fernandez","2024-11-24 18:46:00.0",45.84,"Cancelled"
30794,30794,"Burton Inc","2024-11-20 19:33:00.0",46.3,"In Progress"
30795,30795,"Freeman, Walton and Jones","2024-11-27 15:25:00.0",9.91,"Cancelled"
30800,30800,"Thompson, Morrow and Collins","2024-11-19 20:28:00.0",22.19,"Cancelled"
30802,30802,"Mills Inc","2024-11-30 21:29:00.0",21.26,"Cancelled"
30807,30807,"Gray, Kerr and Massey","2024-11-14 14:12:00.0",44.4,"Completed"
30808,30808,"Newton-Brown","2024-11-19 17:35:00.0",49.84,"Cancelled"
30810,30810,"Lee-Taylor","2024-11-25 18:28:00.0",48.9,"Cancelled"
30811,30811,"Smith, Wise and Drake","2024-11-13 20:26:00.0",48.62,"In Progress"
30812,30812,"Reed and Allison","2024-11-30 18:45:00.0",22.13,"Cancelled"
30817,30817,"Fischer and Sons","2024-11-14 11:43:00.0",15.75,"Cancelled"
30818,30818,"Sanchez-Smith","2024-11-04 17:15:00.0",43.99,"In Progress"
30820,30820,"Ruiz-Hughes","2024-11-11 00:49:00.0",45.82,"Cancelled"
30821,30821,"Dodson, Fleming and Butler","2024-11-01 13:38:00.0",17.14,"Cancelled"
30823,30823,"Campbell, Burns and Espinoza","2024-11-24 12:27:00.0",6.82,"Cancelled"
30826,30826,"Anderson, Carr and Mcneil","2024-11-11 22:46:00.0",40.15,"Cancelled"
30835,30835,"Walker-Davis","2024-11-13 21:47:00.0",8.15,"Cancelled"
30837,30837,"White, Peck and Ayala","2024-11-14 22:36:00.0",15.4,"Cancelled"
30839,30839,"Arias LLC","2024-11-30 16:27:00.0",15.12,"In Progress"
30840,30840,"Anderson, Carr and Mcneil","2024-11-09 22:53:00.0",28.08,"Cancelled"
30843,30843,"Marquez PLC","2024-11-12 00:51:00.0",15.28,"In Progress"
30846,30846,"Rogers, Berry and Logan","2024-11-18 19:08:00.0",14.88,"Cancelled"
30848,30848,"Cook PLC","2024-11-23 23:57:00.0",33.84,"Completed"
30849,30849,"Rogers, Berry and Logan","2024-11-21 00:03:00.0",37.66,"Completed"
30850,30850,"Sanchez-Smith","2024-11-07 20:51:00.0",14.18,"Cancelled"
30851,30851,"Hancock-Benson","2024-11-11 18:01:00.0",22.04,"Cancelled"
30852,30852,"Burton Inc","2024-11-08 18:09:00.0",5.16,"Cancelled"
30856,30856,"Webster, Martinez and Marshall","2024-11-17 11:35:00.0",37.9,"Cancelled"
30858,30858,"Hawkins-Garza","2024-11-25 19:58:00.0",24.85,"Completed"
30862,30862,"Walker-Davis","2024-11-16 19:45:00.0",21.62,"Cancelled"
30866,30866,"Evans and Sons","2024-11-21 12:33:00.0",43.01,"In Progress"
30867,30867,"Miller and Sons","2024-11-06 16:39:00.0",18.45,"Cancelled"
30869,30869,"Watson-Thomas","2024-11-30 19:51:00.0",46.42,"Cancelled"
30871,30871,"Adams LLC","2024-11-26 16:20:00.0",12.95,"Completed"
30873,30873,"White, Peck and Ayala","2024-11-16 12:31:00.0",20.8,"Cancelled"
30874,30874,"Jones, Garrett and Pierce","2024-11-24 01:16:00.0",9.52,"Completed"
30877,30877,"Hawkins-Garza","2024-11-02 14:30:00.0",14.59,"In Progress"
30887,30887,"Buckley-Morris","2024-11-21 19:26:00.0",38.19,"Cancelled"
30889,30889,"Brown, Blankenship and Hayes","2024-11-24 14:44:00.0",35.47,"Completed"
30893,30893,"Duran, Fuller and Reyes","2024-11-27 13:28:00.0",43.07,"Completed"
30894,30894,"Rogers, Berry and Logan","2024-11-26 21:40:00.0",31.5,"In Progress"
30897,30897,"Roberts, Durham and Ryan","2024-11-21 13:06:00.0",6.92,"Cancelled"
30900,30900,"Riggs PLC","2024-11-19 00:23:00.0",17.64,"Cancelled"
30902,30902,"Richardson-Reyes","2024-11-30 00:39:00.0",5.52,"Cancelled"
30907,30907,"Buckley-Morris","2024-11-12 21:03:00.0",29.51,"In Progress"
30908,30908,"Burke LLC","2024-11-04 18:35:00.0",26.29,"Cancelled"
30910,30910,"Adams, Guerra and Fields","2024-11-24 16:30:00.0",48.49,"Cancelled"
30913,30913,"Fischer and Sons","2024-11-06 22:53:00.0",20.42,"Cancelled"
30919,30919,"Maldonado, Freeman and Thompson","2024-11-24 12:26:00.0",19.59,"Completed"
30922,30922,"Williams-Benson","2024-11-10 11:21:00.0",36.18,"Cancelled"
30924,30924,"Smith PLC","2024-11-25 20:19:00.0",34.52,"Cancelled"
30925,30925,"Phillips and Sons","2024-11-06 20:33:00.0",36.4,"In Progress"
30928,30928,"Lee-Taylor","2024-11-04 13:11:00.0",32.52,"Cancelled"
30929,30929,"Brown, King and Stout","2024-11-16 20:04:00.0",11.29,"In Progress"
30932,30932,"Buckley-Morris","2024-11-06 13:54:00.0",18.52,"In Progress"
30933,30933,"Cook Ltd","2024-11-21 22:09:00.0",21.33,"Cancelled"
30934,30934,"Burke LLC","2024-11-28 21:37:00.0",22.34,"In Progress"
30935,30935,"Norris-Hawkins","2024-11-23 19:22:00.0",18.49,"Completed"
30936,30936,"Waller-Davis","2024-11-07 16:03:00.0",24.14,"Completed"
30937,30937,"Martinez Ltd","2024-11-01 19:19:00.0",38.57,"Cancelled"
30940,30940,"Price, Neal and Gonzalez","2024-11-06 21:36:00.0",29.5,"Completed"
30941,30941,"Richards-Jones","2024-11-12 13:22:00.0",17.33,"In Progress"
30946,30946,"Rogers, Wright and Cooper","2024-11-02 20:11:00.0",33.15,"Cancelled"
30948,30948,"Walker-Davis","2024-11-06 16:34:00.0",10.17,"Cancelled"
30953,30953,"Sanchez-Smith","2024-11-13 18:46:00.0",39.16,"In Progress"
30954,30954,"Lee-Taylor","2024-11-11 19:00:00.0",5.34,"In Progress"
30955,30955,"Hill, Vincent and Alvarez","2024-11-10 19:34:00.0",19.07,"Completed"
30960,30960,"Newton-Brown","2024-11-27 14:54:00.0",31.16,"Cancelled"
30961,30961,"Graham-Campbell","2024-11-29 20:36:00.0",20.65,"Completed"
30962,30962,"Rogers, Wright and Cooper","2024-11-22 21:53:00.0",10.49,"In Progress"
30969,30969,"Carter, Evans and Walker","2024-11-17 20:49:00.0",45.88,"In Progress"
30978,30978,"Thompson, Morrow and Collins","2024-11-10 00:18:00.0",40.83,"In Progress"
30979,30979,"Brown, King and Stout","2024-11-29 13:48:00.0",23.95,"Completed"
30980,30980,"Molina-Bailey","2024-11-02 00:46:00.0",38.52,"Cancelled"
30982,30982,"Mills Inc","2024-11-22 20:02:00.0",44.85,"Cancelled"
30998,30998,"Valencia Ltd","2024-11-20 13:55:00.0",24.43,"Completed"
31001,31001,"Adams LLC","2024-11-29 11:32:00.0",16.54,"Completed"
31004,31004,"Durham Inc","2024-11-16 14:30:00.0",31.68,"In Progress"
31005,31005,"Richards-Jones","2024-11-20 13:52:00.0",35.28,"Cancelled"
31009,31009,"Norris-Hawkins","2024-11-23 18:52:00.0",28.75,"Completed"
31010,31010,"Smith, Wise and Drake","2024-11-22 20:53:00.0",41.34,"Cancelled"
31012,31012,"Smith PLC","2024-11-02 21:53:00.0",7.64,"Cancelled"
31013,31013,"Durham Inc","2024-11-08 12:00:00.0",24.66,"Cancelled"
31020,31020,"Brown, King and Stout","2024-11-05 14:04:00.0",32.18,"Cancelled"
31021,31021,"Rogers, Wright and Cooper","2024-11-23 00:35:00.0",6.63,"Completed"
31029,31029,"Brown, King and Stout","2024-11-03 16:32:00.0",43.81,"In Progress"
31030,31030,"Maldonado, Freeman and Thompson","2024-11-20 19:19:00.0",42.3,"Cancelled"
31037,31037,"Brown, Blankenship and Hayes","2024-11-11 12:18:00.0",19.17,"Cancelled"
31047,31047,"Valencia Ltd","2024-11-03 00:21:00.0",32.59,"Completed"
31052,31052,"Sanchez Inc","2024-11-13 16:19:00.0",25.56,"In Progress"
